2,22,4250.39745,42.7028680417,4490.2914,42.88325,154.506
4,22,4129.631475,42.4235030833,4490.2914,42.88325,230.975
8,22,4069.2664125,42.0528380912,4490.2914,42.88325,266.002
16,22,4039.047375,41.5734029514,4490.2914,42.88325,277.876
2,24,3432.17865,41.1720072917,3601.8039,41.300375,155.105
4,24,3347.069775,40.943581625,3601.8039,41.300375,231.804
8,24,3304.4091375,40.6243040541,3601.8039,41.300375,266.849
16,24,3282.94035,40.1927744358,3601.8039,41.300375,278.319
2,26,2800.72545,39.826136125,2920.9986,39.9195,153.942
4,26,2740.0563,39.63182,2920.9986,39.9195,230.109
8,26,2709.74415,39.354279603,2920.9986,39.9195,265.221
16,26,2694.4957125,38.9711331597,2920.9986,39.9195,275.902
2,28,2294.43975,38.6002943333,2381.8854,38.66975,153.341
4,28,2250.680175,38.435263625,2381.8854,38.66975,229.413
8,28,2228.76795,38.1877811655,2381.8854,38.66975,263.958
16,28,2217.7644,37.838506033,2381.8854,38.66975,275.483
2,30,1805.95695,37.3752352917,1878.2364,37.42675,154.511
4,30,1769.597625,37.225766,1878.2364,37.42675,230.4
8,30,1751.50935,36.9965908784,1878.2364,37.42675,265.279
16,30,1742.47749375,36.6717722656,1878.2364,37.42675,276.109
2,32,1434.84045,36.1728164583,1489.3944,36.20225,153.918
4,32,1407.2943,36.0433229167,1489.3944,36.20225,230.108
8,32,1393.576575,35.8383555743,1489.3944,36.20225,265.059
16,32,1386.73464375,35.5498236111,1489.3944,36.20225,276.407
2,34,1142.87175,35.1096762083,1186.5483,35.127625,155.014
4,34,1120.911375,35.0008835417,1186.5483,35.127625,229.499
8,34,1109.93775,34.8151670608,1186.5483,35.127625,264.745
16,34,1104.4699875,34.5478438802,1186.5483,35.127625,276.005
