2,22,8178.88474458,41.6151738956,8925.2091,42.95025,2.425
4,22,7801.2762,40.6912416331,8925.2091,42.95025,2.66
8,22,7613.9715375,40.1311054435,8925.2091,42.95025,3.022
16,22,7519.63359375,39.6239104167,8925.2091,42.95025,3.193
2,24,7229.70905181,39.8449366968,7831.7736,40.959125,2.459
4,24,6924.824475,39.0408588206,7831.7736,40.959125,2.671
8,24,6773.5834875,38.540672127,7831.7736,40.959125,3.084
16,24,6697.44421875,38.0669910417,7831.7736,40.959125,3.252
2,26,6400.1853759,38.215452761,6886.6806,39.138625,2.22
4,26,6154.139325,37.5223962702,6886.6806,39.138625,2.686
8,26,6031.9488,37.0789083165,6886.6806,39.138625,3.069
16,26,5970.175275,36.6404913542,6886.6806,39.138625,3.181
2,28,5628.00350482,36.6354581827,6017.7357,37.391625,2.178
4,28,5430.9096,36.03739375,6017.7357,37.391625,2.689
8,28,5332.8933375,35.6439224294,6017.7357,37.391625,3.053
16,28,5283.56443125,35.2353328646,6017.7357,37.391625,3.161
2,30,4813.85591325,34.9450149096,5148.6225,35.60725,2.324
4,30,4644.2565,34.4056693044,5148.6225,35.60725,2.699
8,30,4559.9337375,34.0438354839,5148.6225,35.60725,3.206
16,30,4517.46560625,33.6557889063,5148.6225,35.60725,3.171
2,32,4092.6943759,33.3626598394,4355.3808,33.891875,2.329
4,32,3959.298825,32.9100680948,4355.3808,33.891875,2.704
8,32,3893.3395875,32.592199748,4355.3808,33.891875,3.18
16,32,3859.88251875,32.2379690625,4355.3808,33.891875,3.198
2,34,3458.19280843,31.9226238454,3674.5902,32.3645,2.327
4,34,3348.287775,31.5296894657,3674.5902,32.3645,2.694
8,34,3293.74575,31.2463747984,3674.5902,32.3645,3.286
16,34,3266.16219375,30.9156489063,3674.5902,32.3645,3.177
