2,22,8175.8781,42.8687369,8925.2091,42.95025,22.752
4,22,7801.2762,42.7705086694,8925.2091,42.95025,33.265
8,22,7613.9715375,42.6225110887,8925.2091,42.95025,38.576
16,22,7519.63359375,42.3673796875,8925.2091,42.95025,39.975
2,24,7227.28065,40.8863909,7831.7736,40.959125,22.727
4,24,6924.824475,40.8010328629,7831.7736,40.959125,33.458
8,24,6773.5834875,40.6704831653,7831.7736,40.959125,38.972
16,24,6697.44421875,40.4344888542,7831.7736,40.959125,40.086
2,26,6398.2227,39.0617782,6886.6806,39.138625,22.569
4,26,6154.139325,38.984525,6886.6806,39.138625,33.194
8,26,6031.9488,38.868477621,6886.6806,39.138625,38.746
16,26,5970.175275,38.6533540625,6886.6806,39.138625,40.178
2,28,5626.4304,37.2901236,6017.7357,37.391625,22.422
4,28,5430.9096,37.2066648185,6017.7357,37.391625,33.168
8,28,5332.8933375,37.0990175403,6017.7357,37.391625,38.67
16,28,5283.56443125,36.9032515625,6017.7357,37.391625,40.937
2,30,4812.5019,35.3950777,5148.6225,35.60725,22.377
4,30,4644.2565,35.260644254,5148.6225,35.60725,33.123
8,30,4559.9337375,35.1325038306,5148.6225,35.60725,38.634
16,30,4517.46560625,34.9353551042,5148.6225,35.60725,40.962
2,32,4091.62995,33.6277301,4355.3808,33.891875,22.332
4,32,3959.298825,33.4725128024,4355.3808,33.891875,33.149
8,32,3893.3395875,33.3445620968,4355.3808,33.891875,38.711
16,32,3859.88251875,33.1636640625,4355.3808,33.891875,40.343
2,34,3457.31445,32.0212251,3674.5902,32.3645,22.329
4,34,3348.287775,31.830950504,3674.5902,32.3645,33.171
8,34,3293.74575,31.6914163306,3674.5902,32.3645,38.714
16,34,3266.16219375,31.5165052083,3674.5902,32.3645,40.16
